,name,no_games,avg_assists,last_assists,avg_bonus,last_bonus,avg_bps,last_bps,avg_clean_sheets,last_clean_sheets,avg_creativity,last_creativity,avg_element_code,last_element_code,avg_end_cost,last_end_cost,avg_goals_conceded,last_goals_conceded,avg_goals_scored,last_goals_scored,avg_ict_index,last_ict_index,avg_influence,last_influence,avg_minutes,last_minutes,avg_own_goals,last_own_goals,avg_penalties_missed,last_penalties_missed,avg_penalties_saved,last_penalties_saved,avg_red_cards,last_red_cards,avg_saves,last_saves,avg_start_cost,last_start_cost,avg_threat,last_threat,avg_total_points,last_total_points,avg_yellow_cards,last_yellow_cards
0,Cenk Tosun,4,0.75,0,3.25,0,114.0,12,1.75,0,118.4,11.6,66838.0,66838,62.0,60,9.75,3,2.5,0,51.974999999999994,1.8,134.05,2.2,633.5,44,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,66.25,60,270.75,4.0,34.75,4,1.0,1
0,Bernard Anício Caldeira Duarte,3,2.0,0,4.0,1,210.33333333333334,75,8.0,2,360.4666666666667,142.7,100649.0,100649,60.0,57,12.666666666666666,7,1.6666666666666667,1,85.26666666666667,32.7,261.93333333333334,104.8,1274.6666666666667,447,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,61.666666666666664,60,231.0,80.0,60.333333333333336,21,3.0,2
0,Lucas Digne,3,7.333333333333333,9,18.666666666666668,18,657.3333333333334,590,10.333333333333334,9,986.0666666666666,704.2,101188.0,101188,58.333333333333336,62,43.0,42,1.3333333333333333,0,197.0666666666667,143.5,739.5333333333333,592.6,2892.0,2681,0.6666666666666666,0,0.0,0,0.0,0,0.6666666666666666,1,0.0,0,56.666666666666664,60,243.0,136.0,132.66666666666666,120,4.333333333333333,2
0,Michael Keane,8,0.75,1,7.25,13,399.875,649,6.25,11,53.012499999999996,87.8,106611.0,106611,47.25,50,30.75,43,1.0,3,71.775,114.5,481.85,814.0,1983.625,2989,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,48.75,50,181.75,243.0,72.5,127,2.125,4
0,Jordan Pickford,8,0.0,0,6.375,8,409.375,570,5.875,10,12.9,10.1,111234.0,111234,44.875,48,31.875,39,0.0,0,51.775000000000006,70.9,504.625,698.4,1974.0,2742,0.0,0,0.0,0,0.5,0,0.0,0,68.0,89,45.625,50,0.5,0.0,80.375,114,0.5,1
0,André Filipe Tavares Gomes,3,1.3333333333333333,1,1.6666666666666667,0,225.33333333333334,224,6.333333333333333,5,192.83333333333334,244.5,120250.0,120250,53.0,53,23.333333333333332,22,0.3333333333333333,0,50.833333333333336,53.0,204.66666666666666,189.0,1664.3333333333333,1559,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,114.33333333333333,103.0,50.333333333333336,48,5.333333333333333,3
0,Alex Iwobi,6,3.8333333333333335,3,3.0,1,299.8333333333333,256,6.0,5,384.03333333333336,263.1,153133.0,153133,53.0,59,22.5,21,2.1666666666666665,1,107.88333333333333,76.0,289.06666666666666,262.6,1498.8333333333333,1530,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.833333333333336,60,405.8333333333333,233.0,72.66666666666667,65,0.3333333333333333,0
0,Jonjoe Kenny,5,0.8,0,0.6,0,98.8,19,1.4,0,59.18000000000001,8.1,153673.0,153673,40.6,43,9.4,1,0.0,0,18.06,2.8,107.91999999999999,11.0,506.2,78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.0,45,13.4,8.0,17.0,5,0.6,0
0,Jean-Philippe Gbamin,2,0.0,0,0.0,0,7.5,1,0.5,0,3.6,0.9,160987.0,160987,49.0,50,0.5,1,0.0,0,1.55,0.5,11.9,3.8,73.0,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,50.0,50,0.0,0.0,2.5,1,0.0,0
0,Yerry Mina,3,0.3333333333333333,0,5.666666666666667,7,331.3333333333333,399,4.666666666666667,6,49.4,23.5,164511.0,164511,54.0,55,24.0,22,1.6666666666666667,2,68.76666666666667,72.3,409.93333333333334,496.2,1702.6666666666667,1936,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,227.66666666666666,200.0,64.33333333333333,79,2.6666666666666665,2
0,Tom Davies,6,1.1666666666666667,1,1.1666666666666667,1,176.0,209,4.5,5,130.68333333333334,112.0,173807.0,173807,49.166666666666664,52,19.5,23,0.8333333333333334,0,44.833333333333336,34.7,183.39999999999998,205.6,1324.3333333333333,1417,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,51.666666666666664,55,136.83333333333334,30.0,44.166666666666664,47,4.166666666666667,3
0,Dominic Calvert-Lewin,5,4.0,6,8.6,21,296.2,528,6.6,11,213.53999999999996,308.0,177815.0,177815,56.8,75,28.6,39,8.0,16,142.22,249.0,407.52,745.8,1895.8,2871,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,56.0,70,808.2,1439.0,97.6,165,4.0,3
0,Mason Holgate,6,0.8333333333333334,0,2.5,4,236.0,426,3.8333333333333335,9,73.5,126.0,194164.0,194164,42.333333333333336,48,17.833333333333332,32,0.16666666666666666,1,40.516666666666666,64.1,260.40000000000003,432.2,1216.6666666666667,2286,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,50,70.33333333333333,80.0,41.166666666666664,80,3.3333333333333335,9
0,Richarlison de Andrade,4,5.5,6,11.75,18,409.5,415,9.75,11,393.3,359.7,212319.0,212319,70.25,77,44.75,38,9.5,7,223.60000000000002,208.3,646.6,576.4,2852.75,2862,0.0,0,0.0,0,0.0,0,0.5,1,0.0,0,71.25,80,1201.5,1147.0,141.5,123,5.25,4
0,João Virgínia,2,0.0,0,0.0,0,5.0,10,0.0,0,0.0,0.0,222627.0,222627,41.5,43,0.0,0,0.0,0,1.25,2.5,12.5,25.0,23.5,47,0.0,0,0.0,0,0.0,0,0.0,0,1.5,3,42.5,45,0.0,0.0,1.0,2,0.0,0
0,Anthony Gordon,2,0.5,0,0.5,0,37.0,11,0.0,0,55.550000000000004,12.7,232826.0,232826,44.0,43,3.0,0,0.0,0,12.450000000000001,3.1,45.2,14.4,261.5,87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,24.0,4.0,10.0,3,0.0,0
0,Moise Kean,2,1.0,0,2.5,0,69.5,1,0.5,0,68.9,1.3,242058.0,242058,60.0,57,7.5,0,1.0,0,36.0,0.9,76.8,0.0,421.5,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,65.0,60,220.0,11.0,27.5,2,0.5,0
0,Jarrad Branthwaite,2,0.0,0,1.0,0,34.5,0,0.5,0,1.1,0.0,480455.0,480455,39.5,39,3.0,0,0.0,0,3.45,0.0,33.0,0.0,149.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,0.0,0.0,5.5,0,0.0,0
0,Allan Marques Loureiro,1,0.0,0,0.0,0,290.0,290,7.0,7,233.3,233.3,119765.0,119765,52.0,52,30.0,30,0.0,0,64.4,64.4,366.6,366.6,2050.0,2050,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,42.0,42.0,47.0,47,6.0,6
0,James Rodríguez,1,5.0,5,11.0,11,432.0,432,5.0,5,585.6,585.6,60025.0,60025,77.0,77,27.0,27,6.0,6,148.7,148.7,499.2,499.2,1763.0,1763,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,75.0,75,399.0,399.0,101.0,101,4.0,4
0,Abdoulaye Doucouré,5,3.6,3,8.2,2,467.0,421,7.4,9,435.3,319.4,121599.0,121599,52.2,51,49.6,36,3.8,2,147.04000000000002,102.1,547.48,433.8,2667.2,2443,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,486.8,267.0,98.2,80,7.2,6
0,Niels Nkounkou,1,0.0,0,0.0,0,9.0,9,0.0,0,5.7,5.7,495542.0,495542,40.0,40,1.0,1,0.0,0,2.2,2.2,15.0,15.0,80.0,80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,1.0,1.0,2.0,2,1.0,1
0,Ben Godfrey,2,1.0,2,3.5,7,492.0,537,7.0,11,70.65,84.3,198826.0,198826,47.5,51,48.5,35,0.0,0,81.55,84.8,606.5999999999999,610.4,2663.5,2683,1.0,1,0.0,0,0.0,0,0.5,0,0.0,0,47.5,50,135.5,152.0,69.0,100,3.5,4
0,Robin Olsen,1,0.0,0,3.0,3,119.0,119,2.0,2,0.0,0.0,111782.0,111782,45.0,45,9.0,9,0.0,0,16.7,16.7,166.4,166.4,630.0,630,0.0,0,0.0,0,0.0,0,0.0,0,21.0,21,45.0,45,0.0,0.0,25.0,25,1.0,1
0,Ellis Simms,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,218997.0,218997,45.0,45,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,0.0,0,0.0,0
0,Tyler Onyango,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,461446.0,461446,45.0,45,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,0.0,0,0.0,0
0,Joshua King,7,2.5714285714285716,0,9.285714285714286,0,285.0,18,4.714285714285714,0,283.61428571428576,5.6,78007.0,78007,57.142857142857146,50,32.42857142857143,2,6.857142857142857,0,114.17142857142856,5.0,359.54285714285714,13.4,1741.2857142857142,138,0.0,0,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,59.285714285714285,55,500.57142857142856,31.0,91.0,11,1.1428571428571428,0
0,Kyle John,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,232829.0,232829,40.0,40,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,0.0,0.0,0.0,0,0.0,0
0,Nathan Broadhead,1,0.0,0,0.0,0,5.0,5,0.0,0,0.0,0.0,173818.0,173818,45.0,45,0.0,0,0.0,0,0.2,0.2,2.0,2.0,2.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,1.0,1,0.0,0
0,Ryan Astley,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,422612.0,422612,40.0,40,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,0.0,0.0,0.0,0,0.0,0
0,Harry Tyrer,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,447325.0,447325,40.0,40,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,0.0,0.0,0.0,0,0.0,0
0,Reece Welch,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,474907.0,474907,40.0,40,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,40.0,40,0.0,0.0,0.0,0,0.0,0
0,Isaac Price,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,491559.0,491559,45.0,45,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,0.0,0,0.0,0
0,Ruben Loftus-Cheek,7,1.2857142857142858,0,1.1428571428571428,0,140.71428571428572,178,3.4285714285714284,11,134.31428571428572,274.2,126187.0,126187,51.42857142857143,59,10.857142857142858,22,1.4285714285714286,1,46.84285714285714,91.4,143.85714285714286,201.6,799.2857142857143,1962,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,54.285714285714285,60,190.0,439.0,38.42857142857143,66,0.5714285714285714,3
0,Fabricio Agosto Ramírez,2,0.0,0,1.0,0,23.5,0,0.0,0,0.0,0.0,40559.0,40559,40.5,39,2.5,0,0.0,0,5.75,0.0,57.6,0.0,90.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7.5,0,42.5,40,0.0,0.0,4.0,0,0.0,0
0,Kevin McDonald,3,0.3333333333333333,0,0.0,0,41.0,0,0.0,0,23.96666666666667,0.0,55038.0,55038,44.333333333333336,47,19.333333333333332,0,0.3333333333333333,0,6.233333333333333,0.0,33.199999999999996,0.0,767.3333333333334,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,46.666666666666664,50,5.0,0.0,19.666666666666668,0,3.0,0
0,Maxime Le Marchand,2,0.5,0,0.5,0,210.5,12,1.5,0,66.64999999999999,1.6,61739.0,61739,41.5,41,27.0,1,0.0,0,41.4,1.6,295.2,12.6,1186.0,122,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,50.0,1.0,19.5,1,3.5,2
0,Stefan Johansen,2,0.0,0,0.0,0,24.0,0,0.0,0,16.5,0.0,61916.0,61916,48.5,47,6.0,0,0.0,0,4.5,0.0,24.4,0.0,204.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,52.5,50,3.5,0.0,5.5,0,2.0,0
0,Tom Cairney,3,0.6666666666666666,1,3.0,2,183.0,160,2.0,1,288.3333333333333,278.3,76357.0,76357,47.666666666666664,52,27.0,15,1.0,1,57.26666666666667,57.3,176.20000000000002,170.6,1281.3333333333333,758,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,50.0,55,107.66666666666667,124.0,43.0,27,1.0,2
0,Tim Ream,3,0.3333333333333333,0,2.6666666666666665,0,150.66666666666666,103,1.6666666666666667,0,18.133333333333333,8.1,82514.0,82514,41.333333333333336,42,29.333333333333332,13,0.0,0,17.599999999999998,14.5,155.0666666666667,133.6,1282.0,630,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,43.333333333333336,45,1.6666666666666667,2.0,27.333333333333332,10,0.6666666666666666,0
0,Anthony Knockaert,6,1.1666666666666667,0,1.3333333333333333,0,119.0,0,2.5,0,189.66666666666666,0.0,83543.0,83543,50.833333333333336,50,12.333333333333334,0,0.8333333333333334,0,46.75,0.0,132.26666666666668,0.0,763.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,54.166666666666664,55,145.83333333333334,0.0,29.166666666666668,0,1.3333333333333333,0
0,Michael Hector,1,0.0,0,0.0,0,32.0,32,0.0,0,11.3,11.3,84915.0,84915,41.0,41,10.0,10,0.0,0,6.9,6.9,40.8,40.8,262.0,262,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,18.0,18.0,0.0,0,2.0,2
0,Cyrus Christie,2,0.5,0,1.0,0,139.0,0,1.5,0,146.55,0.0,87107.0,87107,42.0,42,21.0,0,0.0,0,41.1,0.0,211.6,0.0,970.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,53.5,0.0,21.0,0,3.5,0
0,Neeskens Kebano,2,0.0,0,0.0,0,18.5,13,0.0,0,11.45,14.6,92259.0,92259,45.0,47,3.0,3,0.0,0,4.65,5.9,9.5,1.4,108.5,116,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,47.5,50,27.5,47.0,6.5,6,0.0,0
0,Bobby Decordova-Reid,2,3.0,3,7.5,6,309.5,343,6.5,9,239.25,254.1,96994.0,96994,52.5,53,31.0,32,5.0,5,102.55,114.1,340.70000000000005,384.8,1890.0,2367,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,447.5,503.0,84.0,88,3.5,7
0,Joe Bryan,2,1.0,1,3.0,2,264.5,132,2.5,0,242.89999999999998,100.4,101105.0,101105,46.5,45,35.5,17,0.5,1,70.44999999999999,32.8,306.2,143.2,1503.5,663,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,50.0,50,155.5,85.0,39.5,27,3.5,2
0,Marcus Bettinelli,3,0.0,0,0.0,0,38.0,0,0.0,0,0.0,0.0,122074.0,122074,41.666666666666664,43,6.666666666666667,0,0.0,0,6.466666666666666,0.0,65.0,0.0,210.0,0,0.0,0,0.0,0,0.3333333333333333,0,0.0,0,6.666666666666667,0,43.333333333333336,45,0.0,0.0,5.0,0,0.3333333333333333,0
0,Aleksandar Mitrović,4,2.75,3,7.25,7,216.5,178,2.5,1,217.0,323.8,128389.0,128389,56.5,55,36.25,24,6.0,3,103.725,124.9,233.15,245.6,1718.75,1389,0.0,0,0.25,1,0.0,0,0.5,0,0.0,0,60.0,60,590.75,697.0,77.5,63,3.5,3
0,Alfie Mawson,4,0.25,0,4.5,0,344.25,0,4.25,0,42.9,0.0,149266.0,149266,46.75,43,31.75,0,1.5,0,63.72500000000001,0.0,446.40000000000003,0.0,1745.0,0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,47.5,45,146.75,0.0,56.25,0,1.5,0
0,Marek Rodák,1,0.0,0,0.0,0,23.0,23,0.0,0,0.0,0.0,155529.0,155529,43.0,43,5.0,5,0.0,0,3.2,3.2,32.6,32.6,180.0,180,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,45.0,45,0.0,0.0,2.0,2,0.0,0
0,Ivan Ricardo Neves Abreu Cavaleiro,3,0.3333333333333333,0,2.3333333333333335,4,139.0,261,2.6666666666666665,7,320.2666666666667,647.2,166324.0,166324,51.333333333333336,53,18.0,43,2.0,3,72.83333333333333,152.5,181.66666666666666,347.0,1047.3333333333333,2465,0.0,0,0.3333333333333333,1,0.0,0,0.0,0,0.0,0,53.333333333333336,55,228.66666666666666,530.0,44.333333333333336,85,1.0,2
0,Josh Onomah,4,0.0,0,0.0,0,23.25,46,0.0,0,8.275,28.7,168765.0,168765,44.0,46,4.0,12,0.0,0,3.425,10.7,10.25,33.6,118.5,369,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,46.25,50,16.25,47.0,6.5,13,0.25,1
0,Jean Michaël Seri,2,1.5,0,3.0,0,211.0,0,1.5,0,424.7,0.0,170271.0,170271,47.5,46,27.0,0,0.5,0,73.75,0.0,230.1,0.0,1119.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,52.5,50,82.0,0.0,36.0,0,3.0,0
0,Aboubakar Kamara,2,0.0,0,1.0,0,48.0,14,0.5,0,113.15,76.8,197030.0,197030,46.5,48,13.0,9,1.5,0,33.15,13.2,86.3,22.6,497.5,307,0.0,0,0.5,0,0.0,0,0.5,1,0.0,0,47.5,50,141.5,39.0,18.0,8,1.5,1
0,André-Frank Zambo Anguissa,2,1.5,3,2.0,4,313.0,391,4.5,6,273.2,409.4,203325.0,203325,44.0,44,36.5,40,0.0,0,92.25,123.1,411.70000000000005,507.6,2046.5,2581,0.0,0,0.0,0,0.0,0,0.5,0,0.0,0,45.0,45,237.5,312.0,56.5,76,3.5,6
0,Zeze Steven Sessegnon,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,208998.0,208998,41.5,43,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,42.5,45,0.0,0.0,0.0,0,0.0,0
0,Harrison Reed,5,0.6,3,0.0,0,100.4,391,2.4,9,66.35999999999999,330.4,153366.0,153366,43.0,44,7.8,35,0.0,0,16.96,83.5,86.44,421.2,558.0,2243,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,16.4,82.0,18.8,69,1.0,5
0,Antonee Robinson,1,0.0,0,1.0,1,393.0,393,5.0,5,475.8,475.8,169528.0,169528,44.0,44,28.0,28,0.0,0,110.8,110.8,451.4,451.4,2159.0,2159,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,45.0,45,178.0,178.0,57.0,57,4.0,4
0,Mario Lemina,4,1.0,1,2.5,3,218.5,267,2.75,3,138.7,169.5,151086.0,151086,46.5,45,23.75,27,0.75,1,49.824999999999996,59.9,242.65,294.0,1255.75,1696,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48.75,45,116.75,134.0,40.75,55,3.0,5
0,Alphonse Areola,1,0.0,0,9.0,9,637.0,637,9.0,9,0.0,0.0,84182.0,84182,45.0,45,48.0,48,0.0,0,87.4,87.4,876.2,876.2,3240.0,3240,0.0,0,0.0,0,0.0,0,0.0,0,116.0,116,45.0,45,0.0,0.0,124.0,124,2.0,2
0,Kenny Tete,1,1.0,1,3.0,3,288.0,288,5.0,5,312.4,312.4,167074.0,167074,43.0,43,27.0,27,0.0,0,74.2,74.2,330.8,330.8,1477.0,1477,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,98.0,98.0,50.0,50,3.0,3
0,Denis Odoi,2,0.5,0,1.0,0,230.5,34,1.5,0,92.5,20.8,72681.0,72681,43.0,42,36.0,10,0.0,0,44.95,6.4,305.3,35.4,1431.5,270,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,50.5,8.0,22.5,1,2.5,1
0,Ademola Lookman,5,1.6,4,1.6,8,108.0,367,2.4,10,218.54000000000002,884.6,219352.0,219352,49.4,47,9.8,33,1.0,4,63.58,232.7,142.68,514.2,757.6,2746,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,53.0,50,275.0,928.0,33.4,107,1.0,5
0,Ola Aina,3,0.3333333333333333,1,2.6666666666666665,8,162.0,477,2.6666666666666665,8,83.23333333333333,248.8,159506.0,159506,42.666666666666664,43,12.0,36,0.6666666666666666,2,30.0,87.7,162.8,483.6,896.6666666666666,2664,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,53.666666666666664,144.0,35.0,102,1.0,3
0,Joachim Andersen,1,1.0,1,7.0,7,501.0,501,9.0,9,109.3,109.3,174874.0,174874,45.0,45,36.0,36,1.0,1,84.5,84.5,582.8,582.8,2729.0,2729,0.0,0,0.0,0,0.0,0,1.0,1,0.0,0,45.0,45,151.0,151.0,93.0,93,6.0,6
0,Tosin Adarabioyo,3,0.3333333333333333,1,3.6666666666666665,11,190.33333333333334,571,3.0,9,23.366666666666664,70.1,109646.0,109646,43.333333333333336,45,13.666666666666666,41,0.0,0,32.36666666666667,97.1,224.6,673.8,984.3333333333334,2953,0.3333333333333333,1,0.0,0,0.0,0,0.0,0,0.0,0,43.333333333333336,45,74.33333333333333,223.0,33.333333333333336,100,0.3333333333333333,1
0,Terence Kongolo,3,0.3333333333333333,0,2.0,0,208.66666666666666,15,2.0,0,65.13333333333333,4.7,109434.0,109434,43.333333333333336,43,26.666666666666668,1,0.3333333333333333,0,42.4,2.4,288.59999999999997,16.8,1284.3333333333333,90,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,69.66666666666667,2.0,30.666666666666668,2,1.3333333333333333,0
0,Josh Maja,2,0.0,0,2.5,5,61.5,123,2.5,5,51.6,103.2,195480.0,195480,47.5,50,4.5,9,1.5,3,27.65,55.3,69.0,138.0,402.0,804,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,50.0,55,157.0,314.0,20.0,40,0.0,0
0,Fabio Carvalho,1,0.0,0,0.0,0,42.0,42,0.0,0,30.8,30.8,244858.0,244858,45.0,45,6.0,6,1.0,1,26.5,26.5,72.4,72.4,254.0,254,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,161.0,161.0,12.0,12,0.0,0
0,Sylvester Jasper,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,223335.0,223335,45.0,45,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,0.0,0,0.0,0
0,Tyrese Francois,1,0.0,0,0.0,0,2.0,2,0.0,0,1.3,1.3,432931.0,432931,45.0,45,1.0,1,0.0,0,0.3,0.3,1.2,1.2,14.0,14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,45.0,45,0.0,0.0,1.0,1,0.0,0
0,Wes Morgan,7,0.42857142857142855,0,3.2857142857142856,0,349.85714285714283,9,6.0,0,21.814285714285713,0.1,15033.0,15033,44.57142857142857,44,31.428571428571427,0,1.1428571428571428,0,35.971428571428575,0.3,224.25714285714284,3.0,2046.0,16,0.2857142857142857,0,0.0,0,0.0,0,0.42857142857142855,0,0.0,0,45.714285714285715,45,113.28571428571429,0.0,67.57142857142857,3,1.7142857142857142,0
0,Kasper Schmeichel,10,0.0,0,6.2,6,422.3,631,7.1,11,5.11,0.0,17745.0,17745,46.8,54,31.2,50,0.0,0,38.910000000000004,76.9,383.38,769.0,2217.3,3420,0.2,1,0.0,0,0.5,0,0.0,0,68.7,88,46.0,55,0.6,0.0,90.9,128,1.1,0
0,Christian Fuchs,6,1.5,0,7.833333333333333,2,347.3333333333333,112,5.333333333333333,3,165.26666666666665,33.9,37402.0,37402,46.666666666666664,45,22.666666666666668,9,0.3333333333333333,0,46.46666666666667,19.2,255.0666666666667,137.0,1568.0,701,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,48.333333333333336,45,43.833333333333336,22.0,60.666666666666664,24,3.1666666666666665,4
0,Jonny Evans,14,0.9285714285714286,2,6.571428571428571,12,252.78571428571428,536,6.142857142857143,10,39.192857142857136,129.0,37642.0,37642,48.42857142857143,56,23.785714285714285,31,0.9285714285714286,2,32.392857142857146,77.9,207.8857142857143,532.4,1963.0714285714287,2473,0.35714285714285715,1,0.0,0,0.0,0,0.21428571428571427,0,0.0,0,51.07142857142857,55,76.28571428571429,115.0,79.21428571428571,109,3.5714285714285716,7
0,Adrien Silva,3,0.6666666666666666,0,0.0,0,48.0,0,0.3333333333333333,0,42.1,0.0,46483.0,46483,50.0,44,6.333333333333333,0,0.0,0,11.299999999999999,0.0,49.133333333333326,0.0,282.3333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,51.666666666666664,45,21.666666666666668,0.0,8.666666666666666,0,1.0,0
0,Marc Albrighton,13,3.8461538461538463,7,3.3076923076923075,3,196.07692307692307,325,4.615384615384615,4,209.0,544.2,51938.0,51938,49.07692307692308,52,19.692307692307693,22,1.3846153846153846,1,45.83846153846154,123.9,156.78461538461536,412.6,1361.3846153846155,1735,0.0,0,0.0,0,0.0,0,0.07692307692307693,0,0.0,0,51.92307692307692,55,92.15384615384616,282.0,59.46153846153846,78,2.6153846153846154,2
0,Matty James,8,0.125,0,0.0,0,53.875,0,1.125,0,6.6000000000000005,0.0,61604.0,61604,44.625,43,6.0,0,0.0,0,3.9375,0.0,14.375,0.0,361.5,0,0.0,0,0.0,0,0.0,0,0.125,0,0.0,0,45.625,45,18.125,0.0,9.625,0,0.5,0
0,Danny Ward,7,0.0,0,0.0,0,4.857142857142857,0,0.0,0,0.0,0.0,95463.0,95463,41.57142857142857,43,0.5714285714285714,0,0.0,0,0.0,0.0,0.0,0.0,25.714285714285715,0,0.0,0,0.0,0,0.0,0,0.0,0,1.2857142857142858,0,42.857142857142854,45,0.0,0.0,0.8571428571428571,0,0.0,0
0,Jamie Vardy,7,8.0,14,25.714285714285715,23,633.2857142857143,649,9.428571428571429,8,297.88571428571424,356.6,101668.0,101668,85.14285714285714,102,43.714285714285715,44,16.857142857142858,15,176.1142857142857,248.3,588.5428571428572,819.2,2859.8571428571427,2838,0.0,0,0.7142857142857143,1,0.0,0,0.42857142857142855,0,0.0,0,82.14285714285714,100,877.7142857142857,1306.0,178.0,187,3.142857142857143,1
0,Dennis Praet,2,2.5,2,2.0,1,166.0,129,2.5,3,146.85,132.1,106837.0,106837,52.0,52,14.0,11,1.0,1,46.7,36.9,157.7,119.2,918.0,714,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.0,55,165.0,120.0,45.5,37,1.0,0
